"id"	"geneNum"	"description"	"definition"	"gene"
"GO:0005785"	1	"signal recognition particle receptor complex"	"A transmembrane heterodimeric protein located in the membrane of the rough endoplasmic reticulum. Both subunits contain GTPase domains with which signal recognition particle interacts. In the presence of GTP and SRP receptor, SRP is released from the ribosome-nascent chain complex."	"SRPRA"
"GO:0005786"	7	"signal recognition particle, endoplasmic reticulum targeting"	"A ribonucleoprotein particle of 325 kDa composed of a 7S (300 nucleotide) RNA molecule and a complex of six different polypeptides. This binds both to the N-terminal signal peptide for proteins destined for the endoplasmic reticulum as they emerge from the large ribosomal subunit and also to the ribosome. This binding arrests further translation thereby preventing the proteins from being released into the cytosol. The SRP-ribosome complex then diffuses to the endoplasmic reticulum where it is bound to the signal recognition particle receptor, which allows resumption of protein synthesis and facilitates the passage of the growing polypeptide chain through the translocon. Through a process involving GTP hydrolysis, the SRP-SRP receptor complex dissociates and SRP returns to the cytosol. Of the six polypeptides of SRP the 54 kDa subunit (SRP54) is the central player. It contains an N-terminal GTPase domain and a C-terminal domain that binds directly to the signal peptide and the SRP RNA. Examples of this component are found in Mus musculus, Saccharomyces cerevisiae and Arabidopsis thaliana."	"A0A5F4BUR2,A0A5F4CVF4,A0A5F4DII2,LOC102155595,SRP14,SRP54,SRP9"
"GO:0005787"	7	"signal peptidase complex"	"A protein complex that is located in the endoplasmic reticulum membrane and cleaves the signal sequence from precursor proteins following their transport out of the cytoplasmic space."	"A0A5F4C812,A0A5F4CLG1,SEC11A,SEC11C,SPCS1,SPCS2,SPCS3"
"GO:0005788"	41	"endoplasmic reticulum lumen"	"The volume enclosed by the membranes of the endoplasmic reticulum."	"ALG12,CALR,CALR3,CLN6,CLU,COLGALT1,CYP2W1,DNAJB11,DNAJC10,DNAJC3,EOGT,ERAP2,ERLEC1,ERP29,ERP44,FOXRED2,H6PD,HSP90B1,JMJD8,MANF,MZB1,OS9,P4HA1,P4HA2,P4HA3,P4HB,PDIA2,PDIA3,PDIA4,PDIA6,POGLUT1,POGLUT2,RDH5,SELENOF,SUMF1,SUMF2,TOR2A,TXNDC16,TXNDC5,UGGT1,UGGT2"
"GO:0005789"	286	"endoplasmic reticulum membrane"	"The lipid bilayer surrounding the endoplasmic reticulum."	"A0A5F4BNT9,A0A5F4BPF0,A0A5F4BQA9,A0A5F4BSJ5,A0A5F4C1D6,A0A5F4D1Y6,A0A5F4D5U5,A0A5F4D7G3,ABCB6,ABCD1,ABCD4,AGPAT3,AGPAT4,AGPAT5,ALG12,ALG3,ALOX5AP,ANKS4B,ARV1,ATF6B,ATG2A,ATG2B,ATP6AP2,B3GAT1,BAX,BCAP31,BCL2,BECN1,BSG,CANX,CDS1,CEPT1,CERS2,CERS3,CERS4,CERS5,CERS6,CFTR,CISD2,CLCN4,CLN6,CLN8,CREB3L3,CREB3L4,CTDNEP1,CYB5R3,CYBC1,CYP19A1,CYP1A1,CYP1A2,CYP21,CYP2B11,CYP2C21,CYP2C41,CYP2D15,CYP2E1,CYP3A12,CYP46A1,CYP8B1,DDOST,DDRGK1,DEGS1,DGAT1,DIO1,DIPK1A,DIPK1B,DIPK1C,DNAJC1,DPAGT1,DTNBP1,DUOXA1,DUOXA2,E2QYH5,E2RFU7,EBPL,EDA,EIF2AK3,EIF5A,EIF5A2,ELOVL1,ELOVL5,EPHX1,ERAP1,ERG28,ERO1B,ERP44,ESYT2,EXTL1,EXTL2,EXTL3,FA2H,FADS2,FAM71F1,FMO1,FMO2,FMO3,FMO4,FMO5,FXYD3,FZD6,G6PC1,G6PC2,GDPD3,GGCX,GNAI3,GORASP2,GPAT3,GPR153,GRAMD1B,GRAMD1C,GRM6,GUCY2D,HACD1,HACD2,HMGCR,HPN,HSD17B7,HSD3B,HSP90B1,ILVBL,ITPR1,ITPR3,J9NTF6,JAGN1,JPH4,KCNA2,KDELR1,KDELR2,KDELR3,LBR,LCLAT1,LMBR1L,LMBRD1,LMF1,LOC474642,LOC486100,LOC490346,LPCAT2,LPCAT3,LPGAT1,LSS,MARCHF5,MLEC,MOGAT1,MOGAT2,MOSPD1,MOXD1,MRAP,MRAP2,MYORG,MYRF,NECAB3,NFE2L1,OCA2,ORMDL1,OSBPL6,PCYT1A,PDZD8,PEDS1,PEMT,PEX16,PGAP1,PIGN,PIGV,PIGW,PLD3,PLOD1,PLOD2,PNPLA6,PNPLA7,POMGNT2,POMT1,PSEN1,PSEN2,PTDSS1,PTDSS2,PTGIS,PTGS1,PTGS2,RAB10,RAB21,RAB2A,RAB9A,RDH10,RDH5,RHBDF1,RHBDF2,RNF170,RPE65,RSAD2,RTN1,RTN2,RTN3,SACM1L,SCAP,SDR16C5,SEC11A,SEC11C,SEC16A,SEC16B,SEC22A,SEC22B,SEC22C,SEC23A,SEC23B,SEC24A,SEC24B,SEC24C,SEC24D,SEC31A,SEC31B,SEC61A1,SEC61A2,SEC61B,SEC61G,SEC62,SEC63,SELENOK,SERP2,SIGMAR1,SLC10A7,SLC17A3,SLC39A7,SLC8A3,SOAT1,SORL1,SPCS1,SPCS2,SPCS3,SPINK5,SQLE,SRD5A3,SRPRA,SSR1,SSR2,SSR3,SSR4,STARD3,STARD3NL,STIM2,STX17,STX18,TBXAS1,TEX264,TLR7,TLR9,TM4SF20,TMBIM6,TMED1,TMED11,TMED2,TMED3,TMED4,TMED5,TMED6,TMED7,TMED9,TMEM147,TMEM170A,TMEM199,TMEM208,TMEM214,TMEM67,TMEM98,TMPRSS3,TMTC2,TMX1,TMX2,TRAM1,TRIM13,TRIQK,TSPO2,UBA5,UBQLN4,UCHL1,UGT2B31,USE1,USP19,VKORC1,VKORC1L1,VMP1,VPS13A,VRK2,ZDHHC16,ZDHHC9,ZFYVE1"
"GO:0005790"	8	"smooth endoplasmic reticulum"	"The smooth endoplasmic reticulum (smooth ER or SER) has no ribosomes attached to it. The smooth ER is the recipient of the proteins synthesized in the rough ER. Those proteins to be exported are passed to the Golgi complex, the resident proteins are returned to the rough ER and the lysosomal proteins after phosphorylation of their mannose residues are passed to the lysosomes. Glycosylation of the glycoproteins also continues. The smooth ER is the site of synthesis of lipids, including the phospholipids. The membranes of the smooth ER also contain enzymes that catalyze a series of reactions to detoxify both lipid-soluble drugs and harmful products of metabolism. Large quantities of certain compounds such as phenobarbital cause an increase in the amount of the smooth ER."	"APP,GABARAP,JPH4,KCNN2,PLCB4,PSEN1,SYVN1,TH"
"GO:0005791"	23	"rough endoplasmic reticulum"	"The rough (or granular) endoplasmic reticulum (ER) has ribosomes adhering to the outer surface; the ribosomes are the site of translation of the mRNA for those proteins which are either to be retained within the cisternae (ER-resident proteins), the proteins of the lysosomes, or the proteins destined for export from the cell. Glycoproteins undergo their initial glycosylation within the cisternae."	"A0A5F4CCK8,A0A5F4CJL7,A0A5F4CLA8,A0A5F4CW64,CA4,CDKAL1,FKRP,HCRT,HM13,LIN28A,MYOC,PSEN1,PTGDS,RANGRF,RPL18,RPL27,RPN1,RPS21,SPPL3,SUCO,TMCC1,TMEM97,ZC3H12A"
"GO:0005793"	26	"endoplasmic reticulum-Golgi intermediate compartment"	"A complex system of membrane-bounded compartments located between endoplasmic reticulum (ER) and the Golgi complex, with a distinctive membrane protein composition; involved in ER-to-Golgi  and Golgi-to-ER transport."	"ANPEP,CA4,CCDC115,CLN8,COPB1,ERP44,FN1,GBF1,HMGB1,HSPA5,IST1,LMAN2,MGAT4D,P4HB,PDIA6,PROM1,PTPN2,RAB37,SCYL1,SEC22B,SERPINH1,STX17,SURF4,TRAPPC12,TRAPPC2,TRIP11"
"GO:0005794"	440	"Golgi apparatus"	"A compound membranous cytoplasmic organelle of eukaryotic cells, consisting of flattened, ribosome-free vesicles arranged in a more or less regular stack. The Golgi apparatus differs from the endoplasmic reticulum in often having slightly thicker membranes, appearing in sections as a characteristic shallow semicircle so that the convex side (cis or entry face) abuts the endoplasmic reticulum, secretory vesicles emerging from the concave side (trans or exit face). In vertebrate cells there is usually one such organelle, while in invertebrates and plants, where they are known usually as dictyosomes, there may be several scattered in the cytoplasm. The Golgi apparatus processes proteins produced on the ribosomes of the rough endoplasmic reticulum; such processing includes modification of the core oligosaccharides of glycoproteins, and the sorting and packaging of proteins for transport to a variety of cellular locations. Three different regions of the Golgi are now recognized both in terms of structure and function: cis, in the vicinity of the cis face, trans, in the vicinity of the trans face, and medial, lying between the cis and trans regions."	"A0A5F4CKJ1,A0A5F4CSA9,A0A5F4CTQ4,A0A5F4CVD0,A0A5F4DAG5,ABCA1,ABCB6,ACHE,ACSL3,ACTL7A,ADAM19,ADRB2,AGBL4,AGTRAP,AHSG,ALKBH5,ALX1,AMFR,ANGPTL3,AP1AR,AP1B1,AP1M1,AP1M2,AP1S1,AP3B1,AP3M1,AP3M2,APBA1,APC,APH1A,APLP1,APOE,APP,AQP2,ARF4,ARFGAP3,ARHGAP21,ARHGEF2,ARL1,ARL17A,ARL3,ASH1L,ATF6,ATG9A,ATG9B,ATP6V0A1,ATP8A2,ATP8B4,ATR,AVPR1B,B2M,BARX2,BCL6,BDKRB2,BIRC7,C24H20orf173,C7H1orf43,CAMSAP2,CAND1,CAPN2,CBL,CCDC170,CCDC186,CCDC88A,CD36,CD44,CD74,CDH15,CDK13,CDK5RAP2,CEP57,CEP85,CHIC2,CLASP1,CLCN3,CLEC16A,CLINT1,CLN3,CLN5,CLSPN,CLU,CNTNAP2,COL26A1,COMMD9,COPE,COQ6,CPE,CPQ,CREB3L4,CREG2,CRELD2,CSDE1,CSNK1D,CSPG5,CTLA4,CTTN,CUX1,DAPK2,DBI,DCLRE1C,DDX31,DDX54,DENND4B,DENND4C,DLG1,DNM1L,DNM2,DNMBP,DOCK4,DPP7,DRAM2,DUSP10,DUSP26,DYNC2H1,E2RBN6,EHF,EI24,EMID1,ENPP7,ENTPD6,ERGIC2,ERMAP,ESCO2,ESR1,FAIM2,FAM114A1,FAM241A,FAM3C,FAM71F1,FASN,FBXW7,FEZ1,FGD1,FGF22,FGF7,FGFR3,FGFR4,FGFRL1,FHDC1,FIBIN,FKRP,FMNL3,FNDC3A,FUT9,FYCO1,FZD5,G2E3,GABARAP,GAK,GAPT,GASK1A,GASK1B,GDF15,GDI1,GDNF,GGA1,GIGYF2,GKAP1,GLA,GLB1,GLYCTK,GNAQ,GOLM1,GOLM2,GORAB,GORASP1,GPR143,GPSM1,GRB2,GRINA,GRN,H1-0,HDAC3,HEPACAM2,HRAS,HS3ST2,HS3ST3A1,HS3ST3B1,HS3ST5,HSPB6,HTT,ID1,IL17RD,INPPL1,ITGA5,JAKMIP2,JAM3,KBTBD8,KCNS3,KDR,KIAA0319L,KIF20A,KIFAP3,KIFC3,KLF5,LAPTM4A,LAT,LAX1,LDLR,LEPROT,LITAF,LMAN2,LMTK2,LOC102156298,LOC475111,LOC609095,LPCAT1,LRP2,LRP6,LTBR,LYN,M6PR,MAPK15,MAPKAP1,MDGA1,MIF4GD,MINK1,MMD,MPHOSPH9,MPIG6B,MPL,MPLKIP,MPP5,MPPE1,MSH6,MTTP,MVB12A,MYDGF,MYH2,MYO6,MYOC,MYRF,NAA11,NAA25,NAPEPLD,NCSTN,NDRG2,NEDD4,NEO1,NFE2L2,NLRP5,NMT2,NOD2,NOS3,NPC1,NPY,NRAS,NSG2,NTN3,NUCB1,OBSL1,OLFM3,OPALIN,OSBPL11,OSBPL9,P3H2,PAQR8,PCGF5,PDE4DIP,PDGFRA,PDGFRB,PDXDC1,PERP,PEX5,PHEX,PHF7,PIDD1,PKD2,PKDCC,PKHD1,PKMYT1,PLAGL1,PLEKHA3,PLEKHM3,PLSCR1,POLQ,PPHLN1,PPP1R15A,PPP2R3C,PPP2R5C,PRCD,PRDM2,PRKAA2,PRKCE,PRKN,PRMT5,PRNP,PROC,PRRC1,PSEN1,PSMG1,PTCH1,PTGDS,PWP1,PXYLP1,QPCTL,RAB10,RAB1A,RAB20,RAB27A,RAB3GAP1,RAB43,RAB7A,RAB8A,RAPSN,RASGRP1,RASSF2,RIPOR1,RNF144A,RP2,RPGR,RPS12,RTN3,S100A1,S100A5,SAR1A,SAR1B,SART1,SCLY,SDCBP2,SDE2,SEC14L1,SEC23IP,SELENOM,SEMA6D,SERINC3,SERINC5,SERPINA1,SERPINB9,SGCE,SH3RF1,SLA2,SLC16A13,SLC1A6,SLC22A13,SLC26A11,SLC30A6,SLC35A3,SLC35B2,SLC35G2,SLC38A10,SLC39A13,SLC39A7,SLC50A1,SLPI,SMAD6,SMN,SMO,SNTB2,SNX1,SNX17,SORT1,SPATA16,SPP1,SPRY1,SRGN,SRPX,ST3GAL3,ST3GAL4,ST3GAL5,ST3GAL6,ST6GALNAC1,ST6GALNAC2,ST6GALNAC3,ST6GALNAC4,ST6GALNAC5,ST6GALNAC6,ST8SIA1,ST8SIA2,ST8SIA3,ST8SIA4,ST8SIA5,ST8SIA6,STING1,STK16,STK25,STK26,STMN3,STRN3,STX11,STX12,SYAP1,SYN1,SYNDIG1L,SYNE1,SYT1,TAF11,TANGO2,TBC1D5,TCP1,TDRD3,TENT4A,TEPSIN,TJAP1,TLR1,TLR2,TLR4,TLR6,TM9SF4,TMC6,TMC8,TMED7,TMEM130,TMEM230,TMEM43,TNKS,TNRC6A,TP73,TPP1,TRAPPC1,TRAPPC11,TRAPPC4,TRIM22,TRIM68,TRPM4,TRRAP,TSC2,TSNAX,UBA5,UBASH3A,UNC45A,UNC50,USP33,VAPB,VCAM1,VGF,VPS13A,VPS41,WAPL,WDR44,WDR77,WWOX,YES1,YIPF4,YIPF5,ZDHHC15,ZDHHC3,ZDHHC7,ZMYND8,ZNF148"
"GO:0005795"	18	"Golgi stack"	"The set of thin, flattened membrane-bounded compartments, called cisternae, that form the central portion of the Golgi complex. The stack usually comprises cis, medial, and trans cisternae; the cis- and trans-Golgi networks are not considered part of the stack."	"AKAP9,CLN3,COG2,DNMBP,GALNT2,LPCAT2,MARCHF4,MARCHF9,MBTPS1,MGAT2,MGAT4D,NSFL1C,PLK3,RAB27B,SULF1,SULF2,VRK1,ZFYVE1"
"GO:0005796"	4	"Golgi lumen"	"The volume enclosed by the membranes of any cisterna or subcompartment of the Golgi apparatus, including the cis- and trans-Golgi networks."	"AGRP,RAB33B,SDF4,ZG16"
"GO:0005797"	7	"Golgi medial cisterna"	"The middle Golgi cisterna (or cisternae)."	"B3GALT6,MAN2A1,SLC10A7,TMEM59,YIPF1,YIPF2,YIPF6"
"GO:0005798"	5	"Golgi-associated vesicle"	"Any vesicle associated with the Golgi complex and involved in mediating transport within the Golgi or between the Golgi and other parts of the cell."	"ADAM10,APP,LRRK2,STK16,STK26"
"GO:0005801"	22	"cis-Golgi network"	"The network of interconnected tubular and cisternal structures located at the convex side of the Golgi apparatus, which abuts the endoplasmic reticulum."	"AKAP9,ANGEL1,AZIN2,B3GAT3,BCL9,COG3,FKTN,GBF1,GOLGA5,HOOK3,IFT20,LIMK2,MAN2A1,PIK3R1,RAB29,RAB30,SCFD1,SCYL1,SLC10A7,TMED5,TRIP11,YIPF6"
"GO:0005802"	84	"trans-Golgi network"	"The network of interconnected tubular and cisternal structures located within the Golgi apparatus on the side distal to the endoplasmic reticulum, from which secretory vesicles emerge. The trans-Golgi network is important in the later stages of protein secretion where it is thought to play a key role in the sorting and targeting of secreted proteins to the correct destination."	"AP4B1,AP4M1,ARFRP1,ARL1,ATP2C1,ATP7A,AZIN2,BECN1,BICD1,BIRC6,CA4,CCDC91,CDH1,CHID1,CLN3,CLTB,CLTCL1,CNST,DNAAF6,DPY30,EIPR1,ELAPOR1,FURIN,FUT4,FUT7,FUT9,GBA,GBF1,GCC2,GGA2,GGA3,GH1,GOLGA1,GPER1,GPR108,HOOK2,INPP5K,LRRK2,MARCHF4,MARCHF9,MME,MS4A7,MYO18A,NBEA,NMNAT2,OCRL,OPTN,OSBP,PIK3C2A,PLEKHA8,PLOD3,POSTN,PREPL,PRKD1,RAB10,RAB13,RAB14,RAB6A,RAB7B,RBFOX1,RELCH,SCAMP1,SLC10A7,SLC24A5,SLC2A4,SMPD4,SNAP25,SNX9,SORL1,STX10,STX16,STX4,STX8,SYT11,TBC1D23,TGFBI,VAMP7,VPS54,WDR11,WIPI1,WLS,YIPF1,YIPF2,YIPF6"
"GO:0005811"	48	"lipid droplet"	"An intracellular non-membrane-bounded organelle comprising a matrix of coalesced lipids surrounded by a phospholipid monolayer. May include associated proteins."	"ACSL4,AIFM2,ALOX15,ATG2A,ATG2B,AUP1,BCAP31,BSCL2,C7H18orf32,CIDEA,CKAP4,CTDNEP1,CYB5R3,DGAT2,EDA,EHD1,FAF2,FIG4,GIMAP2,HSD11B2,HSD17B13,HSD3B7,LIPE,LPCAT1,LPCAT2,METTL7A,NSDHL,OR6C6,PLIN1,PLIN4,PNPLA7,PRPF19,RAB18,RAB3GAP1,RAB5A,RAB7A,RAP1B,RBP1,RSAD2,SCCPDH,SPART,TMEM135,TRAF6,TSC1,UBE2G2,VPS13A,ZFYVE1,ZW10"
"GO:0005813"	300	"centrosome"	"A structure comprised of a core structure (in most organisms, a pair of centrioles) and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many eukaryotic cells, though in animal cells it changes continually during the cell-division cycle."	"AAAS,ACTR1B,ACTR8,AHI1,AKAP9,ALMS1,ALS2,APC,APEX1,ARL3,ATP6V0D1,AXIN2,BBS7,BCAS2,BCCIP,BCL2L1,BICD1,BICD2,BICDL1,BIRC7,BRCA2,BRSK2,C14H7orf31,CAMSAP2,CAPN7,CAPRIN2,CCDC14,CCDC15,CCDC187,CCDC38,CCDC66,CCDC8,CCDC81,CCDC85B,CCDC92,CCSAP,CDC14A,CDC25B,CDC45,CDH23,CDK1,CDK5RAP3,CDK6,CDKL2,CDKL5,CENATAC,CENPF,CEP112,CEP120,CEP126,CEP135,CEP170,CEP192,CEP250,CEP295,CEP350,CEP41,CEP43,CEP44,CEP57,CEP78,CEP89,CEP95,CETN3,CHEK1,CHODL,CIB1,CIR1,CKAP2,CKAP2L,CKAP5,CLIC4,CNTRL,CRMP1,CROCC,CSNK1A1,CSNK1D,CSPP1,CTDP1,CTNNB1,CTNNBL1,CTSC,CUL3,CUL7,CYLD,DCAF12,DCAF13,DCLRE1B,DCTN3,DCTN4,DCTN5,DCTN6,DDX11,DDX3X,DENND1C,DHX9,DIS3L,DISC1,DNAI1,DPF2,DTL,DYNC1H1,DYNC1I2,DYNC1LI1,DYNC2I2,DYNC2LI1,DYNLL1,DYNLL2,EFHC1,ENTR1,ERC1,EYA3,FAM161A,FBF1,FBXL7,FEZ1,FSD1,GEN1,GIT1,GLE1,GNAI1,GNAI2,GNAI3,GPAA1,GSK3B,H2AX,HAP1,HASPIN,HAUS1,HAUS2,HAUS5,HAUS7,HAUS8,HEPACAM2,HIPK1,HK2,HMBOX1,HMMR,HNMT,HOOK2,HORMAD2,HOXB4,HSF1,HSPA1,HYLS1,IFT22,IFT27,IFT52,IFT81,IFT88,ILRUN,IQCB1,IST1,ITGB6,ITSN2,KAT2A,KAT2B,KATNA1,KATNAL1,KATNB1,KIAA0586,KIF13A,KIF20B,KIF2A,KIFAP3,KIFC3,LEO1,LIMK2,LZTS2,MAK,MAP10,MAP3K11,MARCKS,MARK4,MASTL,MCM3,MDH1,MECP2,MFAP1,MIB1,MKKS,MKS1,MPLKIP,MTUS2,MVB12A,NAA11,NCKAP5L,NDC80,NDEL1,NDN,NDRG1,NEK9,NFE2L2,NIT2,NLRC5,NPHP4,NUP93,OBSL1,ODF2,OFD1,OLA1,OPRL1,ORC2,PAFAH1B1,PCGF5,PDE4B,PDE4DIP,PHF1,PKHD1,PKN2,PLAG1,PLEKHG6,PLK2,POC1A,POC1B,POLR3H,PPP1R12A,PPP1R42,PPP2R5A,PPP4R3B,PRKACA,PRKACB,PRKAR1A,PRKAR2A,PRKAR2B,PROCR,PSEN1,PSMB5,RAB11A,RAB23,RAB8A,RABEP2,RABL6,RAD18,RAP1GAP2,RAPSN,RBBP6,RELB,RGS14,RILPL1,RILPL2,RITA1,RLBP1,ROCK2,RPGR,RPGRIP1L,RPS7,RRAGD,RTTN,RUVBL2,SCLT1,SENP5,SERINC5,SGO1,SKA3,SLAIN2,SLC18A2,SLC1A4,SLF1,SMAD4,SMAD7,SNAP29,SORBS1,SPAST,SRPX,STIL,STOX1,TAPT1,TBCD,TESK1,TGIF2,TMEM67,TP53,TPGS1,TRAF5,TRIP4,TTC26,TTC8,TTLL5,TUBG1,TUBGCP2,TUBGCP3,TUBGCP5,TXNDC9,UNC119,USP20,USP33,UVRAG,UXT,VPS37A,VPS4B,WAPL,WDR35,WRAP73,WRN,ZBED1,ZBTB1,ZFYVE26,ZNF12,ZNF322"
"GO:0005814"	76	"centriole"	"A cellular organelle, found close to the nucleus in many eukaryotic cells, consisting of a small cylinder with microtubular walls, 300-500 nm long and 150-250 nm in diameter. It contains nine short, parallel, peripheral microtubular fibrils, each fibril consisting of one complete microtubule fused to two incomplete microtubules. Cells usually have two centrioles, lying at right angles to each other. At division, each pair of centrioles generates another pair and the twin pairs form the pole of the mitotic spindle."	"AGBL2,AGBL4,AHI1,ALMS1,ARMC9,BCCIP,BIRC5,C2CD3,CAPG,CCDC120,CCDC146,CCDC68,CCDC88A,CCDC92,CCHCR1,CCNF,CEP104,CEP120,CEP128,CEP135,CEP152,CEP170,CEP192,CEP20,CEP250,CEP290,CEP350,CEP41,CEP43,CEP44,CEP83,CEP89,CETN3,CFAP20,CIBAR1,CIBAR2,CROCC,DCTN1,DYNC2I2,DZIP1,DZIP1L,FBF1,GLE1,HAP1,HTT,IFT20,KIF24,KIF2A,LOC486426,MAPK15,MDM1,MKS1,ODF2,OFD1,PCM1,PLA2G3,PLK1,PLK2,PLK4,POC1A,POC1B,POC5,RAB8A,RP2,SASS6,SAXO1,SCLT1,SDCCAG8,SPIRE1,STIL,TOP2A,TOPORS,TSKS,TTBK2,TUBD1,TUBGCP3"
"GO:0005815"	32	"microtubule organizing center"	"An intracellular structure that can catalyze gamma-tubulin-dependent microtubule nucleation and that can anchor microtubules by interacting with their minus ends, plus ends or sides."	"A0A5F4BXQ5,A0A5F4C021,A0A5F4CX64,A0A5F4D5V0,A0A5F4D884,A0A5F4DGZ4,A0A5F4DHJ7,ACTR1A,ARFGEF2,ARIH1,ARL2BP,BIRC6,C28H10orf90,CDC42,CEP63,CHMP1A,DCTN2,DYNLT4,EML4,FLCN,J9NYK5,J9P730,LRWD1,MCPH1,MLLT11,MZT2B,PRKCZ,RAD51,TEKT2,TP63,TP73,YES1"
"GO:0005819"	46	"spindle"	"The array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during mitosis or meiosis and serves to move the duplicated chromosomes apart."	"A0A5F4CYQ5,AKT1,ANAPC5,ANAPC7,ANXA11,ARHGEF2,ATAT1,ATM,BUB1B,CBX1,CBX3,CCAR2,CDC27,CLTCL1,CYLD,DCUN1D5,E4F1,FLCN,HASPIN,HSPB1,INCENP,INVS,KBTBD8,KIF15,KIF20A,LOC100683373,MAD2L2,MAEA,MAP1S,MAP2K5,MYH9,MZT2B,NDE1,NDEL1,NR3C1,PRC1,PRPF19,RB1,RGS14,SEPTIN12,SEPTIN2,SEPTIN7,SPAST,SPATA5,SPATA5L1,SPECC1L"
"GO:0005826"	3	"actomyosin contractile ring"	"A cytoskeletal structure composed of actin filaments and myosin that forms beneath the plasma membrane of many cells, including animal cells and yeast cells, in a plane perpendicular to the axis of the spindle, i.e. the cell division plane.  In animal cells, the contractile ring is located at the cleavage furrow. In budding fungal cells, e.g. mitotic S. cerevisiae cells, the contractile ring forms at the mother-bud neck before mitosis."	"MAEA,MYH2,MYH9"
"GO:0005827"	4	"polar microtubule"	"Any of the spindle microtubules that come from each pole and overlap at the spindle midzone. This interdigitating structure consisting of antiparallel microtubules is responsible for pushing the poles of the spindle apart."	"CUL3,KLHL21,TUBG1,TUBGCP3"
"GO:0005828"	6	"kinetochore microtubule"	"Any of the spindle microtubules that attach to the kinetochores of chromosomes by their plus ends, and maneuver the chromosomes during mitotic or meiotic chromosome segregation."	"CENPE,CLASP1,KIF18A,KNTC1,RAB11A,ZW10"
